image_url,image_path,hate_final,appropriate_final,topic,topic_id,ocr,caption
https://dl.dropboxusercontent.com/scl/fi/t8fy515y4a9makv9x4hya/122137343972467949.jpeg?rlkey=xvlfllj593a1nycg6tuqtykld,122137343972467949.jpeg,not hate,appropriate,institutions,Institusi/Perusahaan,"Marjan
Teaser Iklan Marjan 2025
732.001 x ditonton 18 jam lalu
...selengkapnya","Karakter Spongebob yang terkejut menggambarkan reaksi atas kemunculan dini teaser iklan Marjan 2025, simbol promosi musiman."
https://dl.dropboxusercontent.com/scl/fi/ol7g9g6w68ylc9vb51q9i/3058542727646911.jpeg?rlkey=v48ht7vanemfq8jgouhln2d43,3058542727646911.jpeg,hate,inappropriate,"individual, political","Individu, Politik","Good vs Bad Posture
Prikitlew
@buka_celana_lo
Harun Masiku","Visual ini mengilustrasikan perbandingan postur tubuh, secara ironis menyertakan gaya gravitasi-defying Michael Jackson dengan rahasia tersembunyi layaknya Harun Masiku."
https://dl.dropboxusercontent.com/scl/fi/x7ckho1yolysy8wsjru8x/1015929580664581.jpeg?rlkey=fmj6dpyrdirf3lfpwqk1smuei,1015929580664581.jpeg,not hate,appropriate,"social sub-groups, religion","Kelompok Sosial, Agama","Sudah waktunya
jadi vegan","Visual ini menampilkan seorang pria menatap ponsel dengan hitung mundur Iduladha 2025, secara ironis menyerukan untuk ""jadi vegan""."
https://dl.dropboxusercontent.com/scl/fi/n4hbyxvexokgzmggzt4s9/2753020284899757.jpeg?rlkey=frjozgi89q2js14ys5nty6z6k,2753020284899757.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,Dia:seketika,Gorila dengan ekspresi serius melambangkan respons sigap individu yang patuh setelah teguran disipliner diterima rekannya dalam sesi pembelajaran.
https://dl.dropboxusercontent.com/scl/fi/w48w2j47dzf0lpubid0c2/738682484959378.jpeg?rlkey=dqfhjgtgnia8of7heiacqii4m,738682484959378.jpeg,hate,inappropriate,"political, social sub-groups","Politik, Kelompok Sosial","MAJU LO NETIZEN DI SELURUH DUNIA
SURENDER DISERANG NETIZEN INDONESIA","Visual ini menggambarkan seorang individu yang awalnya menantang publik daring, kemudian meminta maaf setelah mendapat tekanan masif dari netizen Indonesia."
https://dl.dropboxusercontent.com/scl/fi/042n3esulanpz98tqhrpv/2900811653387934.jpeg?rlkey=dtuctgdzkolqyoqyajmkd20cn,2900811653387934.jpeg,not hate,appropriate,"social sub-groups, religion","Kelompok Sosial, Agama","ga semua yang gede itu punya nabi adam
jangan bercandain nabi",Visual menyeramkan figur kerangka bermusik dengan latar api dan petir menyampaikan peringatan tegas agar tidak menghina atau memperolok nabi.
https://dl.dropboxusercontent.com/scl/fi/hb0uinqxzdcsy28k0g7v1/1530508007408747.jpeg?rlkey=3gct8j246jt9g5zjbe4lbtavm,1530508007408747.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"Supri anto
22/03/22
Gamanya seru banget ayo buruan danlut sekarang gak pakai nanti!!!!
kalau tidak danlot sekarang masuk neraka","Gambar menampilkan proses unduh aplikasi MotoGP Racing '21, dipicu oleh interaksi media sosial dan ulasan pengguna yang secara humoris mengancam ""neraka"" bagi yang tidak mengunduh."
https://dl.dropboxusercontent.com/scl/fi/qine53v0qo5chclw0b86w/1035320978630326.jpeg?rlkey=7w3v4a32g0a72fhmu6hvsbd8l,1035320978630326.jpeg,not hate,appropriate,individual,Individu,"KEGIATAN SUPORTER
TIMNAS
JAM 3 SORE BELI TAKJIL
JAM 4 SUDAH DI DEPAN TV
JAM 6 BUKA PUASA DENGAN KATA KASAR",Rangkaian visual ini menampilkan aktivitas dan dinamika emosional suporter timnas dari persiapan berbuka puasa hingga luapan kekecewaan pascapertandingan.
https://dl.dropboxusercontent.com/scl/fi/n6nk1cbzns3v2h43u188z/620487510900056.jpeg?rlkey=qe6824bpe7grbqo0cqjaio46y,620487510900056.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"Gua di tanggal 28 Februari di
jam 00:00 malam berpisah
dengan setan yang ada di
pojokan kamar bilek :",Gambar SpongeBob yang berduka merefleksikan perpisahan satir dengan sosok imajiner sebagai pendengar setia keluh kesah pada akhir Februari.
https://dl.dropboxusercontent.com/scl/fi/xbep6s1r5bbtyp8f10mak/435682372449689.jpeg?rlkey=e08lbvt2tx483qf2peljho3od,435682372449689.jpeg,hate,inappropriate,political,Politik,"hari nanti aku pengen jadi pejabat,
kaya raya dan bisa bantu orang
PULUHAN TAHUN KEMUDIAN
AMBATUNEWS TV
KORUPSI 200 MILIAR DOLAR DI ZIMBABWE, MILOS DIVONIS HUKUMAN PENJARA SELAMA 5 JAM","Visual ini menyajikan satir tentang impian menjadi pejabat yang berujung korupsi triliunan dan divonis 5 jam, menyoroti ironi hukum serta impunitas."
https://dl.dropboxusercontent.com/scl/fi/78rw8agzovnfxx4p4gl6l/1173812203389875.jpeg?rlkey=3bthnlw34mg6gtxnf184h4r09,1173812203389875.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"Saya Berjanji
Bila Kranjang Ini
Penuh Air, Saya
Akan Traktir
Semua
Penghuni group Ini","Visual ini menampilkan seseorang yang mencoba mengisi keranjang berlubang dengan air, menggambarkan janji yang mustahil sebagai tantangan atau humor ironis."
https://dl.dropboxusercontent.com/scl/fi/r4ncx5kayrf2lj2wuojvv/507187451668928.jpeg?rlkey=1tyvud326cmjcwgoipev3z9u9,507187451668928.jpeg,hate,inappropriate,social sub-groups,Kelompok Sosial,"I love minecraft
Punya otak
Bukan seperti kalian yang tidak punya otak
Yang hanya bisa meledek game kotak kotak","Visual ini menampilkan karakter Minecraft yang membela game dari stereotip 'kotak' dengan menegaskan kecerdasan pemainnya, sekaligus mengkritik para pencemooh."
https://dl.dropboxusercontent.com/scl/fi/ev8kk6yslpsp3owdqqo8j/711616367440355.jpeg?rlkey=fkvrt17a0099z5w6j013vaz72,711616367440355.jpeg,hate,inappropriate,social sub-groups,Kelompok Sosial,KONSUMSI MEME IRONIK SAMPE LU JADI DONGO BENERAN,Citra ini menampilkan karakter Joker yang konfrontatif menyoroti bahaya konsumsi meme ironis yang dapat mereduksi kapasitas intelektual di tengah ketenangan biksu.
https://dl.dropboxusercontent.com/scl/fi/9c3nrg8yux6vxt26lnie0/830401519127366.jpeg?rlkey=tbxlf4ikwlv9po729u58vxc32,830401519127366.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"ngapain
kita bikin romantis
males gw","Gambar menampilkan karakter Spongebob dalam gaya hip-hop, secara humoris mengekspresikan penolakan terhadap upaya romantis dan menyiratkan sikap apatis."
https://dl.dropboxusercontent.com/scl/fi/nk0ha8uj3nkry395jiqcz/1258091639001971.jpeg?rlkey=huntedyrchf4nleldwh3xbzef,1258091639001971.jpeg,hate,inappropriate,social sub-groups,Kelompok Sosial,"Rp99.000
Star
Skincare cocok untuk yang wajahnya kusam, hitam, dekil, miskin, ga guna, ga layak hidup mati aja lu
Garansi tiba: 10 - 11 Mei
Dapatkan Voucher s/d Rp10.000 jika pesanan terlambat.","Gambar ini menampilkan tangkapan layar e-commerce produk perawatan kulit dengan deskripsi yang sangat merendahkan, di atas potret pria duduk di bangku."
https://dl.dropboxusercontent.com/scl/fi/y4ypjpap6ruax1owzq2u8/1256156466232605.jpeg?rlkey=5ocnbda9mb7bh7nvxczqt4trf,1256156466232605.jpeg,hate,inappropriate,national origin,Suku/Etnis/Ras,"Batak Israel
Batak Toba","Visual ini menyandingkan 'patung kebanggaan' Batak, menampilkan perbandingan interpretasi identitas Batak Israel (Golem) dengan patung tradisional Batak Toba."
https://dl.dropboxusercontent.com/scl/fi/hz5moy6fxphhso7qrk4pv/122137371920490483.jpeg?rlkey=1x5n2uebqjzlhvo3ehql0sg8e,122137371920490483.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"hp lu ram berapa?
ram 1 bang
udah liat story gua?
story apa bang, info loker?
Katakgosong",Komik ini menyajikan percakapan animasi yang menyoroti kontras pemahaman teknologi dan istilah media sosial ('story' vs. 'info loker') secara humoris.
https://dl.dropboxusercontent.com/scl/fi/rlu4vh1dzpar1264087mf/691956220024750.jpeg?rlkey=ioqvcleb2wmeoywhq7y3dlnwq,691956220024750.jpeg,hate,inappropriate,individual,Individu,"Potret 4 Motor
ikonik dalam sejarah","Visual ini menyandingkan tiga motor legendaris dengan satu motor biasa, menyampaikan humor ironis tentang definisi 'ikonik'."
https://dl.dropboxusercontent.com/scl/fi/yzuwm8t1o3fyjqbd1337t/1365918154180356.jpeg?rlkey=fhp86yg7mzi9h7y5kqlnceglc,1365918154180356.jpeg,hate,inappropriate,"individual, political","Individu, Politik",KEDATANGAN NAS DAILY KE INDONESIA ADALAH PENGKONDISIAN SUPAYA MASYARAKAT INDONESIA BISA MENERIMA WN ISRAEL PADA PIALA DUNIA U-18 NANTI,Visual menyeramkan dengan teks menyebarkan narasi konspirasi: kunjungan Nas Daily adalah pengkondisian penerimaan WN Israel di Piala Dunia U-18.
https://dl.dropboxusercontent.com/scl/fi/pyvl82026aotgbhtc2boj/1132685062232342.jpeg?rlkey=rs7abpfxcask8b769r0o7ak8b,1132685062232342.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"HALAH BIARIN, MALES
GW NGECHAT DULUAN",Visual tengkorak berjubah memegang kartu remi terbakar menyampaikan sikap apatis terhadap inisiasi komunikasi.
https://dl.dropboxusercontent.com/scl/fi/os3iswkehmjgwspdic8oh/1104076161753340.jpeg?rlkey=ggn2uz1a1sghebmhubiwyzxtw,1104076161753340.jpeg,hate,inappropriate,social sub-groups,Kelompok Sosial,(Oknum) suporter arema secara sadar meninggalkan otak mereka sebelum pergi menonton pertandingan sepakbola,Visual ini menyajikan satir tentang oknum suporter Arema yang diduga meninggalkan nalar sebelum menonton pertandingan sepak bola.
https://dl.dropboxusercontent.com/scl/fi/qim3ziaunczhf07vrbeod/1015997446195210.jpeg?rlkey=m0hwvmngs3nd4ydi77l59aoar,1015997446195210.jpeg,not hate,appropriate,institutions,Institusi/Perusahaan,"MIGELAS
Protevit
Baso Sal","Gambar ini mendemonstrasikan transformasi paket Migelas Protevit menjadi hidangan sup mie instan dalam cangkir, menekankan kemudahan penyajian."
https://dl.dropboxusercontent.com/scl/fi/bpblyj6rm8c5day2deja9/10226663366921956.jpeg?rlkey=4tp6pu4ypigpu57a9etylpvt6,10226663366921956.jpeg,hate,inappropriate,"institutions, social sub-groups","Institusi/Perusahaan, Kelompok Sosial","Dulu
Stelah tau dioplos pertalite",Visual ini menampilkan kontras dari kesan berwibawa menjadi ekspresi terkejut akibat realisasi kualitas yang terdegradasi ('dioplos pertalite').
https://dl.dropboxusercontent.com/scl/fi/02raxgpdsms74u32whkmt/10226835553226506.jpeg?rlkey=hj8tcxbw8ipjup06ucolhk282,10226835553226506.jpeg,not hate,appropriate,"social sub-groups, gender","Kelompok Sosial, Jenis Kelamin","""kok kamu jahat banget"" iya dong makanya jangan
seenannya, giliran di
imbangi merasa tersakiti",Gambar wanita berhelm dan berkacamata ini menyampaikan pesan etika bahwa tindakan semena-mena akan berbuah rasa sakit saat ditanggapi sepadan.
https://dl.dropboxusercontent.com/scl/fi/tkd1e8cezpy9apxypp1vr/666550536347482.jpeg?rlkey=7oznxkp6pqgwnla91gjw1pzhc,666550536347482.jpeg,not hate,inappropriate,,Tidak Ada/Umum/Acak,"0
Hari lagi sebelum Aku
Ada yg punya
1 sorry bray
hitut sianjing","Animasi The Simpsons menampilkan Lenny mengubah angka hitung mundur menjadi nol, melambangkan status hubungan barunya, direspons humor oleh Carl."
https://dl.dropboxusercontent.com/scl/fi/ijungzhgdw7p1tmpknjr6/353170570753287.jpeg?rlkey=8z1cluilclk7o61jfv5mhhyle,353170570753287.jpeg,not hate,appropriate,,Tidak Ada/Umum/Acak,"REPOST
SUDAH BERSYUKUR ATAS
NIKMAT YG DIBERIKAN",Gambar tokoh Raja Es ini menyampaikan pesan formal untuk senantiasa bersyukur atas segala nikmat yang telah diberikan.
https://dl.dropboxusercontent.com/scl/fi/1qj2prb9927duxkswtp45/546385688205493.jpeg?rlkey=p3d9p4cp5s1amouoacgzinj5j,546385688205493.jpeg,not hate,appropriate,gender,Jenis Kelamin,"giliran udah
mati rasa ..
maLah makin ganteng ..","Gambar ini menggambarkan paradoks transformasi melalui penderitaan, di mana mati rasa justru mengarah pada daya tarik yang tak terduga."
https://dl.dropboxusercontent.com/scl/fi/1dan31hgpn55sl2tjhe3f/969969214240382.jpeg?rlkey=iiaehqelqsew2x6n61s52l843,969969214240382.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"momen ketika lu ke indomaret lupa bawa
dompet trus kasir nya ngeliatin lu kek gini","Citra ini menampilkan kucing manul berekspresi canggung yang secara humoris menggambarkan situasi lupa dompet, dilengkapi elemen teks acak."
https://dl.dropboxusercontent.com/scl/fi/14da2ztadj1l6njb04db5/297328835874159.jpeg?rlkey=uhk2qtkzjuc63limr5razlpd7,297328835874159.jpeg,not hate,appropriate,political,Politik,pov ketika ww3:,"Gambar ini menampilkan Walter White di tengah kekayaan hasil produksi, menyiratkan potensi keuntungan dari krisis global seperti WW3."
https://dl.dropboxusercontent.com/scl/fi/oonl0edugxvxeb4o2rx5q/1014177377411353.jpeg?rlkey=db3vwa7pkpc8dsi1lapq28tvx,1014177377411353.jpeg,hate,inappropriate,"gender, social sub-groups","Jenis Kelamin, Kelompok Sosial","istri yang ditinggal suami berlayar :
Ini anak anak kita
suami saat pulang :
V.A.LOR.COM
tetangganya :","Visual ini menggambarkan panther betina dengan anak belang di tengah ketidakhadiran suaminya, memicu ekspresi kaget dan senyum dari tetangga."
https://dl.dropboxusercontent.com/scl/fi/lzfzzcbnojs4rfuptq4zq/2759699627565156.jpeg?rlkey=df8x2odtllj141t4vom4lou41,2759699627565156.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"PUASA
30 HARI
LEBARAN
3 HARI",Visual ini secara humoris menggambarkan kontras ukuran kucing yang diakibatkan oleh pola makan selama 30 hari puasa dan 3 hari Lebaran.
https://dl.dropboxusercontent.com/scl/fi/ycsdndhkyh9wdj352e1vg/735164612382034.jpeg?rlkey=suo513hv4wwowmnheo6mx6ojb,735164612382034.jpeg,not hate,appropriate,"social sub-groups, religion","Kelompok Sosial, Agama","Aku setelah mengetahui kalau puasa
Senin Kamis, bukan sahurnya Senin
bukannya Kamis",Gambar ini menggambarkan kekecewaan setelah memahami makna sejati puasa Senin Kamis yang ternyata berbeda dari asumsi awal terkait sahur.
https://dl.dropboxusercontent.com/scl/fi/8mim01vcjv62gshpj2k58/597251859109001.jpeg?rlkey=8y4h6ql5iqybbai5usc3vjgnw,597251859109001.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"Dompet bapak tadi jatuh jadi saya ikutin sampe kemari
Karena kamu jujur, kamu boleh kerja di perusahaan saya","Potret ini merepresentasikan impian akan imbalan kejujuran, seperti seekor anjing yang mengembalikan dompet dan mendapat tawaran pekerjaan."
https://dl.dropboxusercontent.com/scl/fi/62hlgf708oaryqsjr7kdn/2482255492121075.jpeg?rlkey=ssyxb4yuyxwbf69eni8aalrl1,2482255492121075.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"MOMEN KETIKA ADA DAGING NYANGKUT DI SELA GIGI
DICARI PAKAI LIDAH
DICARI PAKAI TANGAN","Visual ini menggambarkan tahapan progresif dan frustrasi individu saat membersihkan sisa makanan di sela gigi, dari upaya lidah hingga tindakan tangan yang lebih intens."
https://dl.dropboxusercontent.com/scl/fi/jwxererpv63ofa0ft9q8u/847235270545130.jpeg?rlkey=byz2pzs4npum24l5zlusgsqmc,847235270545130.jpeg,hate,inappropriate,"political, national origin, institutions","Politik, Suku/Etnis/Ras, Institusi/Perusahaan",AAAAA!!! AMPUN BAPA SA BUKAN ANGGOTA OPM,"Gambar game ini menunjukkan karakter yang menyangkal keras tuduhan menjadi anggota OPM kepada figur berseragam, menyoroti isu politik sensitif."
https://dl.dropboxusercontent.com/scl/fi/2umpg4sp6sqdp15qauzu7/734536362329861.jpeg?rlkey=9ts59en09a1g6zevr9mes5vsv,734536362329861.jpeg,hate,inappropriate,social sub-groups,Kelompok Sosial,"iyah
Woi Bang Wifi
Rumah lu, lu ganti
pasword nya?
Cepet Woi Pasword
nya apa?, gua Mau
Push Rank ini
Tetangga Ngen
Salah Sendiri Pasword
nya lu sebarin ke
orang lain.","Visual ini menggambarkan konflik antar tetangga terkait akses WiFi yang dibatasi karena penyebaran kata sandi, menyoroti dampak berbagi informasi pribadi."
https://dl.dropboxusercontent.com/scl/fi/266zq9wl0legwhr7g9ohi/2606688916157042.jpeg?rlkey=j2ieu0rxbjjvttt3azgaio05v,2606688916157042.jpeg,hate,inappropriate,"national origin, social sub-groups","Suku/Etnis/Ras, Kelompok Sosial","Kalau beli madu perhatikan
wajah penjualnya, klu
bonyok, berarti Asli","Visual ini menampilkan wajah memar, melengkapi pesan humor yang menyarankan keaslian madu dinilai dari wajah penjual yang babak belur."
https://dl.dropboxusercontent.com/scl/fi/o4hkw161dsepleoolzbl9/677699181057709.jpeg?rlkey=t3vdgky8xmplprgdyldworyjn,677699181057709.jpeg,hate,inappropriate,individual,Individu,"Farel Tiktok
Badut Facebook
Dongo","Gambar ini menampilkan perbandingan dua individu dengan stereotip negatif, termasuk ujaran kebencian dan tuduhan, mencerminkan pandangan menghakimi."
https://dl.dropboxusercontent.com/scl/fi/znsqsl0otehny1n1y46sw/1054287116732245.jpeg?rlkey=hd39ukcrzmy5oabld46fkgpzc,1054287116732245.jpeg,hate,inappropriate,"individual, political","Individu, Politik","KORUPTOR
Caling
Harvey Mois
(PERSIMAH TIMAH)
Setya Novanto
(KTP CITY FC)
Riva Siahaan
(PERTAMINA FC)
Juliari Batubara
(BANSOS UNITED)
Surya Darmadi
(DUTA PALMA)
Karen Agustiawan
(PERTAMINA FC)
Anas Urbaningrum
(FC HAMBALANG)
Robert Tantular
(ATLETICO CENTURY)
Sjamsul Nursalim
(REAL BLBI)
Tjoko Tjandra
(BALI BANK FC)
Honggo Wedratno
(PERSITEP TPII)","Infografis ini menampilkan daftar tokoh yang diidentifikasi terlibat dalam berbagai kasus korupsi besar di Indonesia, disimbolkan sebagai tim sepak bola."
https://dl.dropboxusercontent.com/scl/fi/w5e8qpcur1399x37ysrwr/998409407783982.jpeg?rlkey=sqkmbp97sd6i8pdgijfe3dew1,998409407783982.jpeg,not hate,appropriate,,Tidak Ada/Umum/Acak,CMK MAKAN KOLAK KOLAK ENAK BANGET,"Visual ini menampilkan anak-anak yang menyantap kolak dengan ekspresi sangat gembira, mengindikasikan cita rasa lezat hidangan tersebut."
https://dl.dropboxusercontent.com/scl/fi/rbk6zombgamlqpohb0u9h/1161198734994605.jpeg?rlkey=c0yh7yiqzti5g8lrp98fnw3mk,1161198734994605.jpeg,hate,inappropriate,social sub-groups,Kelompok Sosial,"Orang yang ngomong ""kopimu kurang kentel"" ketika gue traktir segelas Nescafé classic (tapi airnya gue campur 1gr Botox Type H).","Visual ini menyajikan kritik satir terhadap ketidakpuasan, dengan visual karakter ikan lesu akibat reaksi ekstrem, ditambah referensi kota acak."
https://dl.dropboxusercontent.com/scl/fi/4k50n4iwq7anudnvent55/1179339690588015.jpeg?rlkey=dx94te8fvc2a7t3hxa6ou0axt,1179339690588015.jpeg,not hate,appropriate,institutions,Institusi/Perusahaan,VF Ikhmu,"Visual ini menampilkan Squidward terkapar lesu setelah mengonsumsi minuman ungu McDonald's, merepresentasikan humor satir fenomena viral."
https://dl.dropboxusercontent.com/scl/fi/2a13s9y6ravwp97o4v2hq/122163040184290478.jpeg?rlkey=m64zp43xchpihdhcrkdwki4lv,122163040184290478.jpeg,hate,inappropriate,institutions,Institusi/Perusahaan,"Ketika lu sudah hilang kepercayaan sama Pertamina tapi daerahmu cuma ada Pertamina
Ah shit, here we go again.",Visual ini menggambarkan dilema konsumen yang terpaksa menggunakan layanan Pertamina meskipun kepercayaan telah pudar akibat ketiadaan pilihan lain.
https://dl.dropboxusercontent.com/scl/fi/oycodpih9ynuwf551r46e/122162513450290478.jpeg?rlkey=hpuzrdfat3bf35fpwo80ojs7r,122162513450290478.jpeg,not hate,appropriate,religion,Agama,"HILAL SUDAH DITEMUKAN
BESOK PUASA","Foto dua prajurit TNI, salah satunya bernama Hilal, menjadi representasi humor dalam konteks penentuan awal puasa Ramadan."
https://dl.dropboxusercontent.com/scl/fi/yn6wfygoqnh5hwqwnry76/687346250064384.jpeg?rlkey=c5he3rlo93dbzqfhxuts211a8,687346250064384.jpeg,not hate,appropriate,individual,Individu,">Mercon Segede manusia itu
Ledakannya gede banget","Figur pria dengan ekspresi cemas menggambarkan renungan mendalam tentang kekuatan eksplosif yang dahsyat, mencerminkan beban moral penemuan."
https://dl.dropboxusercontent.com/scl/fi/rdmtf78fs9kk86r1ql80t/1006665158162575.jpeg?rlkey=iisjcdau29l540p4xhrli9w0z,1006665158162575.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"DULU :
SEKARANG :
Halo kak, nama saya Bagas.
Saya tewas beberapa hari yang lalu karena berdesak-desakan saat mengantri beli tabung gas. Namun jasad saya dibiarkan tergeletak begitu saja. Sampai hari ini jasad saya belum dibeumikan. Share pesan ini ke 10 teman kakak. Kalau tidak, jam 12 malam saya akan meneror kakak sambil membawa tabung gas","Visual ini membandingkan pesan berantai menakutkan era SMS dengan ancaman modern melalui WhatsApp, merefleksikan perubahan konteks sosial."
https://dl.dropboxusercontent.com/scl/fi/v3orb87g3qkxbanogurg6/1147235847443930.jpeg?rlkey=5by6udxj5m8iozh43exgtzhl3,1147235847443930.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"GW SHOCK NGELIAT BAJU FAVORIT
PENUH MEMORI WAKTU KECIL UDAH JADI
KAIN BUAT NGELAP LANTAI DEPAN WC","Karakter kartun ini menampilkan kekecewaan saat pakaian kenangan masa kecilnya kini difungsikan sebagai lap lantai, merefleksikan hilangnya nilai sentimental."
https://dl.dropboxusercontent.com/scl/fi/3thtarhmh23vpvxmh32jk/122220780872190046.jpeg?rlkey=9lhpq8dybx39fb3b76glu1us1,122220780872190046.jpeg,not hate,appropriate,gender,Jenis Kelamin,"""mending lu ngaca dulu deh biar sadar diri""
gw pas ngaca:
*cihh ganteng gini",Visual ini menampilkan humor kontras antara ajakan introspeksi diri dan respons seekor kucing yang menunjukkan kepercayaan diri berlebihan.
https://dl.dropboxusercontent.com/scl/fi/rqsqw7skqzbs5ffvri7w6/682082017286092.jpeg?rlkey=x991v6st9bbbwvd35ads2ytu4,682082017286092.jpeg,hate,inappropriate,"individual, political","Individu, Politik","Game: ""Bayar 20rb untuk menghapus iklan""

GW: *Membunuh 5 wartawan Australia di Timor Leste*

Harun Masiku yang masih buron dari tahun 2020:",Visual ini menampilkan meme satir yang mengaitkan upaya penangkapan buronan Harun Masiku dengan pilihan drastis dalam sebuah 'game'.
https://dl.dropboxusercontent.com/scl/fi/npcwjbo0pvsnj22nz7ifc/3752289584985744.jpeg?rlkey=q5si683c7atct91drr8ptuc3d,3752289584985744.jpeg,not hate,inappropriate,"political, gender","Politik, Jenis Kelamin","Today
Bhinneka Tunggal Ika
Delivered 10:23 AM","Visual ini menunjukkan respons lambang Garuda Pancasila terhadap permintaan vulgar, menciptakan kontras tajam yang menyiratkan penolakan serius."
https://dl.dropboxusercontent.com/scl/fi/r96kdq5tbpgj81vb1zhht/1377664646695153.jpeg?rlkey=jb5inb7goikm9m4qqhuon7qw3,1377664646695153.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"Hakim: Saya menghukum mu untuk membaca Live chat Anime Marathon di
Muse Indonesia","Visual ini menampilkan hakim menjatuhkan hukuman membaca obrolan langsung maraton anime, diterima dengan putus asa, menyiratkan satir atas kualitas percakapan daring."
https://dl.dropboxusercontent.com/scl/fi/8fass1jtyehuowixzxtqm/1354262002574687.jpeg?rlkey=a85jucbt2tbsgr3cknn984ler,1354262002574687.jpeg,hate,inappropriate,"individual, political","Individu, Politik","Kebihli karena mau ngebangun negara
Anggaran difokusin ke militer
Bikin kebijakan kontroversial berkali-kali
Gara-gara kelakuan dia, investor pada kabur dan ekonomi rusak
Di demo satu negara tapi tone deaf
Gw bukan ngomongin trump btw","Visual ini menampilkan Donald Trump disertai teks kritik kepemimpinan, dengan ironi menyangkal deskripsi tersebut berlaku padanya, mengisyaratkan relevansi lebih luas."
https://dl.dropboxusercontent.com/scl/fi/kamdvfj0o0wqq9t9pklez/122147430380682172.jpeg?rlkey=5xjbwwgwmnez3gef0a66h08hb,122147430380682172.jpeg,not hate,inappropriate,gender,Jenis Kelamin,"love language kamu apa?
Physical ngentouch","Sebuah lukisan klasik disandingkan dengan dialog modern tentang bahasa cinta, menyoroti respons 'sentuhan fisik' dengan humor anarkronistik."
https://dl.dropboxusercontent.com/scl/fi/pspqilxjmolzesarl6l2y/345833858442723.jpeg?rlkey=luu6fuylkl82iztelpbhxquia,345833858442723.jpeg,not hate,appropriate,religion,Agama,"Shiroothollaziina an'amta'alaihm
ghoiril-maghdhuubi'alahim wa
ladh-dhooollin
para bocil di
belakang:","Visual ini menggambarkan Plankton berteriak 'Aamiin,' merefleksikan respons antusias dan lantang anak-anak pada akhir doa Al-Fatiha."
https://dl.dropboxusercontent.com/scl/fi/bbj216d0jrler5rt5ujls/591462643768052.jpeg?rlkey=i9e46dllbxd8onkj55bt6fw96,591462643768052.jpeg,not hate,appropriate,political,Politik,Afat @Afat3K 18 jam kalo mau saling manggil 'bung' gitu harus nongkrong dimana sih 504 874 4.103 @convomfs pesepeda @thiranosauruss 16 jam Membalas @Afat3K Rengasdengklok 25 144 1.616,"Tangkapan layar Twitter ini menampilkan pertanyaan tentang konteks penggunaan sapaan 'bung', dijawab dengan merujuk Rengasdengklok, menyiratkan makna historis."
https://dl.dropboxusercontent.com/scl/fi/gb49fgi9d7lchnon63ld4/122174567204048451.jpeg?rlkey=mft9rld4rp7xvqbqg9eat4qrx,122174567204048451.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,main game offline main game offline tapi versi vanilla tapi versi mod njir susah banget easy ini mah,Visual ini membandingkan perbedaan tingkat kesulitan bermain game offline versi standar dan versi modifikasi.
https://dl.dropboxusercontent.com/scl/fi/ekp2l2utr97ciaj352z0s/5481278195272614.jpeg?rlkey=ll87bfu8gesaepsi2h40uw65i,5481278195272614.jpeg,hate,inappropriate,individual,Individu,"LU JUBAENAL
BANGSAT","Citra visual menampilkan seorang pria dengan tulisan makian ""LU JUBAENAL BANGSAT"", mengindikasikan ekspresi kemarahan dan penghinaan yang kuat."
https://dl.dropboxusercontent.com/scl/fi/mw4665xwoedf1enfubniz/122100594680505988.jpeg?rlkey=mgzyji22l307xzo8eq68m0eu3,122100594680505988.jpeg,not hate,appropriate,,Tidak Ada/Umum/Acak,3 BULAN LAGI 2025,"Gambar menampilkan karakter anime dengan ekspresi kaget menyadari 2025 akan tiba dalam 3 bulan, menggambarkan kecemasan atas laju waktu."
https://dl.dropboxusercontent.com/scl/fi/frpwn9vml7efc8ax4hj2j/662992140036655.jpeg?rlkey=4ojc2wxurrnxf2b8zkjrs3a1w,662992140036655.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,Gak diajak nongkrong lagi ma te,Figur Minion di suasana gelap ini menyiratkan rasa kesepian akibat tidak disertakan dalam aktivitas sosial.
